epoch,acc,categorical_accuracy,loss,lr,val_acc,val_categorical_accuracy,val_loss
0,0.60433639843425568,0.60433639843425568,2.7964952550560449,0.001,0.75399752262674613,0.75399752262674613,1.1920931797249068e-07
1,0.76214288157350618,0.76214288157350618,1.1920931797249068e-07,0.001,0.75661183716050284,0.75661183716050284,1.1920931797249068e-07
2,0.76214287894201738,0.76214287894201738,1.1920931797249068e-07,0.001,0.74939063387402371,0.74939063387402371,1.1920931797249068e-07
